,Institution Name,Issued by Top 25 Institution,Product Name,Report Date,Availability of Credit Card Plan,State,State (Multiple),Pertains to Specific Counties?,Requirements for Opening,Requirements for Opening Types,Geographic Restrictions,Professional Affiliation,Other,Secured Card,Targeted Credit Tiers,Purchase APR Offered?,Purchase APR Vary by Balance,Purchase APR Balance Tier 1,Purchase APR Tier 1 From Balance,Purchase APR Tier 1 To Balance,Purchase APR Balance Tier 2,Purchase APR Tier 2 From Balance,Purchase APR Tier 2 To Balance,Purchase APR Balance Tier 3,Purchase APR Tier 3 From Balance,Purchase APR Tier 3 To Balance,Purchase APR Balance Tier 4,Purchase APR Tier 4 From Balance,Purchase APR Tier 4 To Balance,Purchase APR Index,Variable Rate Index,Index,Purchase APR Vary by Credit Tier,Purchase APR no score,Purchase APR poor,Purchase APR good,Purchase APR great,Purchase APR min,Purchase APR median,Purchase APR max,Introductory APR Offered?,Introductory APR Vary By Credit Tier,Intro APR no score,Intro APR poor,Intro APR good,Intro APR great,Intro APR min,Intro APR median,Intro APR max,Median Length of Introductory APR,Balance Transfer Offered?,Balance Transfer APR Vary by Credit Tier,Transfer APR no score,Transfer APR poor,Transfer APR good,Transfer APR great,Transfer APR min,Transfer APR median,Transfer APR max,Median Length of Balance Transfer APR,Balance Transfer Grace Period,Cash Advance APR Offered?,Cash Advance APR Vary by Credit Tier,Advance APR no score,Advance APR poor,Advance APR good,Advance APR great,Advance APR min,Advance APR median,Advance APR max,Grace Period Offered?,Grace Period,Minimum Finance Charge?,Minimum Finance Charge (Dollars),Balance Computation Method,Balance Computation Method Details,Periodic Fee Type,Annual Fee,Monthly Fee,Weekly Fee,Other Periodic Fee Name,Other Periodic Fee Amount,Other Periodic Fee Frequency,Fee Varies?,Periodic min,Periodic max,Fee Explanation,Purchase Transaction Fees,Purchase Transaction Fee Type,Purchase Transaction Fee ($),Purchase Transaction Fee (%),Minimum Purchase Transaction Fee Amount,Purchase Transaction Fee Calculation,Balance Transfer Fees?,Balance Transfer Fee Types,Balance Transfer Fee ($),Balance Transfer Fee (%),Minimum Balance Transfer Fee Amount,Balance Transfer Fee Calculation,Cash Advance Fees?,Cash Advance Fee For Each Transaction,Cash Advance Fee Types,Cash Advance Fee ($),Cash Advance Fee (%),Minimum Cash Advance Fee Amount,Cash Advance Fee Calculation,Foreign Transaction Fees?,Foreign Transaction Fees Types,Foreign Transaction Fee ($),Foreign Transaction Fee (%),Minimum Foreign Transaction Fee Amount,Foreign Transaction Fee Calculation,Late Fees?,Late Fee Types,Late Fee ($),Late Fee Six Month Billing Cycle,Late Fee Policy Details,Over Limit Fees?,Over Limit Fee Types,Over Limit Fee ($),Overlimit Fee Detail,Other Fees,Additional Fees,Other Fee Name,Other Fee Amount,Other Fee Explanation,Other Fee Name 2,Other Fee Amount 2,Other Fee Explanation 2,Other Fee Name 3,Other Fee Amount 3,Other Fee Explanation 3,Other Fee Name 4,Other Fee Amount 4,Other Fee Explanation 4,Other Fee Name 5,Other Fee Amount 5,Other Fee Explanation 5,Services,Other Services,Rewards,Other Rewards,Card Features,Other Card Features,Contact Information Types,Website for Consumer,Telephone Number for Consumers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eastman Credit Union,FALSE,Platinum Preferred,2024-12-31,National,,,,Yes,Other. Please Describe:,,,Must be a member of Eastman Credit Union and qualification is based on field of membership requirements.,No,Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,No,,F,No,,,,,9.90%,9.90%,9.90%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,9.90%,9.90%,9.90%,Yes,25,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,No,,,,,,No,,,,,,,No,,,,,,Yes,"1. What is the amount of the first late fee on the account?; 3. If you charge late fees that are not fixed dollar amounts, please explain your late fee policy here.",$25.00,,"Late fee is a maximum of $25; however, the late fee cannot be more than the statement account balance.  (i.e. Statement account balance is $10; therefore, late fee would be $10.)",No,,,,Yes,No,ECU Loan Guardian,$0.01,Optional loan payment protection coverage selected by member.  Monthly fee is based on level of coverage selected and statement account balance.,,,,,,,,,,,,,Debt cancellation coverage; Discounts on purchases of goods and services (non travel related); Other,Travel and Emergency Assistance Services,Travel-related rewards; Other rewards,"Gift Cards, Pay With Points (redeemable to offset purchases), Gas Discounts (discount taken at merchant), small appliances, etc.","Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.ecu.org,800-999-2328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eastrise Federal Credit Union,FALSE,Visa Credit Card,2024-12-31,National,,,,No,,,,,No,No credit score; Credit score 619 or less; Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,18.00%,18.00%,17.88%,12.75%,11.75%,15.20%,18.00%,No,,,,,,,,,,Yes,No,,,,,1.99%,1.99%,1.99%,12,Yes,Yes,Yes,18.00%,18.00%,17.88%,12.75%,11.75%,,18.00%,Yes,25,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,No,,,,,,No,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,1.00%,,,Yes,"3. If you charge late fees that are not fixed dollar amounts, please explain your late fee policy here.",,,Up to $20.00,No,,,,Yes,Yes,Statement Copy,$5.00,Copy of additional statement,Card Replacement Fee,$10.00,Standard card replacement fee,Rush Fee,$40.00,Replacement card rushed fee 2nd day.,Stop Payment/Revocation of Authorization Fee,$19.00,Stop payment fee,,,,Automobile rental insurance,,,,"Contactless Payments; Chip card; Mobile wallet provisioning (for example, Apple Pay)",,Phone,,1-800-400-8790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elga Credit Union,FALSE,VISA Rewards,2024-12-31,National,,,,Yes,Other. Please Describe:,,,ELGA Credit Union Membership qualifications,No,Credit scores from 620 to 719; Credit score of 720 or greater,No,,,,,,,,,,,,,,,,F,,,,,,,,,Yes,Yes,,,4.90%,4.90%,4.90%,,4.90%,6,No,,,,,,,,,,,Yes,No,,,,,4.90%,7.40%,9.90%,Yes,30,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,No,,,,,,No,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,2.00%,,,Yes,1. What is the amount of the first late fee on the account?,$25.00,,,No,,,,Yes,Yes,Replacement Card Fee,$5.00,Replacement card mailed to member ahead of card expiration date,Rush Replacement Card,$10.00,"Replacement card ahead of card expiration date, instant issued in a branch",Rush Delivery,$30.00,Charged when mailed replacement card is rushed from the vendor,,,,,,,,,Other rewards,Card holders accrue 1 relationship reward point for every dollar spent,"Contactless Payments; Chip card; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.elgacu.com/borrow/credit-cards/,810-715-3542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Erie Federal Credit Union,FALSE,Mastercard Platinum,2024-12-31,National,,,,Yes,Other. Please Describe:,,,"Applicants must be members before approval, therefore must qualify for membership.  To be eligible for membership, one must live, work or worship in Erie County OR must be related to an existing member.",No,No credit score; Credit score 619 or less; Credit scores from 620 to 719; Credit score of 720 or greater,No,,,,,,,,,,,,,,,,F,,,,,,,,,Yes,No,,,,,2.99%,2.99%,2.99%,6,Yes,No,,,,,2.99%,2.99%,2.99%,6,No,Yes,Yes,13.90%,17.90%,10.90%,8.90%,2.99%,,17.90%,Yes,25,No,,Average daily balance excluding new purchases,,,,,,,,,,,,,No,,,,,,No,,,,,,No,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,1.00%,,,Yes,1. What is the amount of the first late fee on the account?,$25.00,,,No,,,,Yes,Yes,Returned Payment Fee,$25.00,Fee is charged upon the processing of any returned payments on the account.,Card Replacement Fee,$7.00,Charged when a member orders a replacement card.,Document Copy Fee,$5.00,Charged when members need printouts of any credit card account related documents other than statements.,Rush Fee,$30.00,Charged when a member requests a plastic to be rush delivered.,Statement Copy Fee,$5.00,Charged when member requests copy of statements (per statement).,Debt cancellation coverage; Extension on manufacturer’s warranty,,,,"Contactless Payments; Chip card; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.eriefcu.org,1-800-480-0494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Farm Bureau Bank FSB,FALSE,Farm Bureau Member Rewards Mastercard - Platinum,2024-12-31,National,,,,No,,,,,No,Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,No,,,,,17.24%,18.49%,39.24%,Yes,No,,,,,0.00%,0.00%,0.00%,9,No,,,,,,,,,,,Yes,No,,,,,29.49%,29.49%,29.49%,Yes,25,Yes,$0.50,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"4. If the fee is not a percentage, or a percentage subject to a minimum dollar amount, how do you calculate the fee?",,,,"$10 or 4% of the amount, whichever is greater",Yes,Yes,"4. If the fee is not a percentage, or a percentage subject to a minimum dollar amount, how do you calculate the fee?",,,,"$10 or 5% of transaction amount, whichever is greater.",No,,,,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$35.00,$35.00,,No,,,,Yes,Yes,Returned Payment Fee,$35.00,If a payment (not check) is returned we charge this fee,Returned Check Fee,$35.00,If a check payment or convenience check is returned we charge this fee,Check Stop Payment Fee,$39.95,To place a stop payment on a convenience check we charge this fee,,,,,,,,,Cashback rewards; Travel-related rewards; Other rewards,Farm Bureau annual membership fee reimbursement if state specific spend threshold is met,"Contactless Payments; Chip card; Mobile wallet provisioning (for example, Apple Pay)",,Website,https://www.farmbureau.bank/Personal/Personal-Cards/Credit-Cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fifth Third Bank, National Association",TRUE,Fifth Third 1% Cash/Back,2024-12-31,Regional,,FL; GA; IL; IN; KY; MI; NC; OH; SC; TN; WV,No,No,,,,,No,Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,,,29.99%,21.74%,21.49%,25.49%,29.99%,Yes,No,,,,,0.00%,0.00%,0.00%,15,Yes,No,,,,,0.00%,0.00%,0.00%,15,Yes,Yes,No,,,,,29.24%,29.49%,29.99%,Yes,23,Yes,$1.50,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,4.00%,$5.00,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00,,No,,,,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$29.00,$40.00,,No,,,,No,,,,,,,,,,,,,,,,,,,Cashback rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.53.com/content/fifth-third/en/personal-banking/bank/credit-cards/fifth-third-one-percent-cash-back.html,18009723030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fifth Third Bank, National Association",TRUE,Fifth Third 1.67% Cash/Back & 2% Preferred Cash/Back,2024-12-31,Regional,,FL; GA; IL; IN; KY; MI; NC; OH; SC; TN; WV,No,No,,,,,No,Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,,,21.49%,19.99%,19.99%,21.74%,22.74%,No,,,,,,,,,,Yes,No,,,,,0.00%,0.00%,0.00%,12,Yes,Yes,No,,,,,29.24%,29.49%,29.99%,Yes,23,Yes,$1.50,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,4.00%,$5.00,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00,,No,,,,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$29.00,$40.00,,No,,,,No,,,,,,,,,,,,,,,,,,,Cashback rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.53.com/content/fifth-third/en/personal-banking/bank/credit-cards.html,18009723030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fifth Third Bank, National Association",TRUE,Fifth Third Employee Credit Card,2024-12-31,Regional,,FL; GA; IL; IN; KY; MI; NC; OH; SC; TN; WV,No,No,,,,,No,Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,No,,,,,9.49%,9.99%,10.49%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,22.49%,22.99%,23.49%,Yes,23,Yes,$1.50,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,4.00%,$5.00,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$29.00,$40.00,,No,,,,No,,,,,,,,,,,,,,,,,,,Cashback rewards,,"Contactless Payments; Chip card; Mobile wallet provisioning (for example, Apple Pay)",,Phone,,18009723030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fifth Third Bank, National Association",TRUE,Fifth Third Secured Credit Card,2024-12-31,Regional,,FL; GA; IL; IN; KY; MI; NC; OH; SC; TN; WV,No,No,,,,,Yes,No credit score; Credit scores from 620 to 719,Yes,No,,,,,,,,,,,,,Yes,Prime,V,No,,,,,28.24%,28.74%,29.24%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,29.24%,29.49%,29.99%,Yes,23,Yes,$1.50,Average daily balance including new purchases,,Annual,$24.00,,,,,,No,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,4.00%,$5.00,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$29.00,$40.00,,No,,,,No,,,,,,,,,,,,,,,,,,,,,"Contactless Payments; Chip card; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.53.com/content/fifth-third/en/personal-banking/bank/credit-cards/secured-card.html,18009723030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fifth Third Bank, National Association",TRUE,Fifth Third Private Bank Credit Card,2024-12-31,Regional,,FL; GA; IL; IN; KY; MI; NC; OH; SC; TN; WV,No,No,,,,,No,Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,No,,,,,13.49%,13.99%,14.49%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,24.99%,24.99%,24.99%,Yes,23,Yes,$1.50,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,4.00%,$5.00,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00,,No,,,,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$29.00,$40.00,,No,,,,No,,,,,,,,,,,,,,,,,Automobile rental insurance,,Cashback rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.53.com/content/fifth-third/en/wealth-management/private-banking/credit-card.html,18664880017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fifth Third Bank, National Association",TRUE,Consumer Classic,2024-12-31,National,,,,No,,,,,No,Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,,,25.82%,19.30%,14.74%,21.74%,28.74%,No,,,,,,,,,,Yes,No,,,,,10.74%,10.74%,10.74%,6,Yes,Yes,No,,,,,29.74%,29.74%,29.74%,Yes,30,Yes,$1.50,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"1. If fee is charged in dollars, what is the amount?; 2. If fee is percentage of transaction amount, what is it?",$10.00,5.00%,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?; 2. If the fee is a percentage of transaction amount, what is it?",$10.00,5.00%,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$29.00,$40.00,,No,,,,Yes,Yes,Return Check Fee,$25.00,"If any payment is returned unpaid by your financial institution for insufficient funds or any other reason, we will charge you a return check fee in the amount set forth in the Additional Terms. This fee will not exceed the amount permitted by law.",Replacement Card,$10.00,,Copy of a Sales Receipt,$10.00,,Additional Copy of a Paper Statement,$10.00,,Rush Card,$35.00,,,,Cashback rewards,,"Contactless Payments; Chip card; Mobile wallet provisioning (for example, Apple Pay)",,Phone,,8889993304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fifth Third Bank, National Association",TRUE,Consumer Ultimate,2024-12-31,National,,,,No,,,,,No,Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,,,16.94%,16.14%,14.74%,21.74%,28.74%,No,,,,,,,,,,Yes,No,,,,,10.74%,10.74%,10.74%,6,Yes,Yes,No,,,,,29.74%,29.74%,29.74%,Yes,30,Yes,$1.50,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"1. If fee is charged in dollars, what is the amount?; 2. If fee is percentage of transaction amount, what is it?",$10.00,5.00%,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?; 2. If the fee is a percentage of transaction amount, what is it?",$10.00,5.00%,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$29.00,$40.00,,No,,,,Yes,Yes,Return Check Fee,$25.00,"If any payment is returned unpaid by your financial institution for insufficient funds or any other reason, we will charge you a return check fee in the amount set forth in the Additional Terms. This fee will not exceed the amount permitted by law.",Replacement Card,$10.00,,Copy of a Sales Receipt,$10.00,,Additional Copy of a Paper Statement,$10.00,,Rush Card,$35.00,,,,Other rewards,"1 rewards point for every dollar spent on every purchase and redeemable for travel, gift cards, merchandise, and more.","Contactless Payments; Chip card; Mobile wallet provisioning (for example, Apple Pay)",,Phone,,8889993304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fifth Third Bank, National Association",TRUE,Consumer World,2024-12-31,National,,,,No,,,,,No,Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,No,,,,,15.74%,15.74%,15.74%,No,,,,,,,,,,Yes,No,,,,,10.74%,10.74%,10.74%,6,Yes,Yes,No,,,,,29.74%,29.74%,29.74%,Yes,30,Yes,$1.50,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"1. If fee is charged in dollars, what is the amount?; 2. If fee is percentage of transaction amount, what is it?",$10.00,5.00%,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?; 2. If the fee is a percentage of transaction amount, what is it?",$10.00,5.00%,,,No,,,,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$29.00,$40.00,,No,,,,Yes,Yes,Return Check Fee,$25.00,"If any payment is returned unpaid by your financial institution for insufficient funds or any other reason, we will charge you a return check fee in the amount set forth in the Additional Terms. This fee will not exceed the amount permitted by law.",Replacement Card,$10.00,,Copy of a Sales Receipt,$10.00,,Additional Copy of a Paper Statement,$10.00,,Rush Card,$35.00,,,,Cashback rewards; Other rewards,"1 rewards point for every dollar spent on every purchase and redeemable for travel, gift cards, merchandise, and more.","Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone,,8889993304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fifth Third Bank, National Association",TRUE,Consumer World Elite,2024-12-31,National,,,,No,,,,,No,Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,No,,,,,14.74%,14.74%,14.74%,No,,,,,,,,,,Yes,No,,,,,10.74%,10.74%,10.74%,6,Yes,Yes,No,,,,,29.74%,29.74%,29.74%,Yes,30,Yes,$1.50,Average daily balance including new purchases,,Annual,$95.00,,,,,,No,,,,No,,,,,,Yes,"1. If fee is charged in dollars, what is the amount?; 2. If fee is percentage of transaction amount, what is it?",$10.00,5.00%,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?; 2. If the fee is a percentage of transaction amount, what is it?",$10.00,5.00%,,,No,,,,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$29.00,$40.00,,No,,,,Yes,Yes,Return Check Fee,$25.00,"If any payment is returned unpaid by your financial institution for insufficient funds or any other reason, we will charge you a return check fee in the amount set forth in the Additional Terms. This fee will not exceed the amount permitted by law.",Replacement Card,$10.00,,Copy of a Sales Receipt,$10.00,,Additional Copy of a Paper Statement,$10.00,,Rush Card,$35.00,,Extension on manufacturer’s warranty,,Cashback rewards; Other rewards,"1 rewards point for every dollar spent on every purchase and redeemable for travel, gift cards, merchandise, and cash back.","Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone,,8889993304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
